Host Country,Year,Sex,Employment %,COC
Macedonia*,'12,Females,38.7,Total
Macedonia*,'12,Males,57.6,Reporting country
Macedonia*,'12,Males,57.5,Total
Macedonia*,'12,Total,15.8,Extra-EU-28
Macedonia*,'12,Total,20.8,Foreign country
Macedonia*,'12,Total,48.3,Reporting country
Macedonia*,'12,Total,48.2,Total
Macedonia*,'13,Females,40.8,Reporting country
Macedonia*,'13,Females,40.7,Total
Macedonia*,'13,Males,59.7,Reporting country
Macedonia*,'13,Males,59.7,Total
Macedonia*,'13,Total,50.4,Reporting country
Macedonia*,'13,Total,50.3,Total
Macedonia*,'14,Females,27.2,Foreign country
Macedonia*,'14,Females,40.8,Reporting country
Macedonia*,'14,Females,40.8,Total
Macedonia*,'14,Males,61.6,Reporting country
Macedonia*,'14,Males,61.6,Total
Macedonia*,'14,Total,29.1,Foreign country
Macedonia*,'14,Total,51.3,Reporting country
Macedonia*,'14,Total,51.3,Total
Macedonia*,'15,Females,42.2,Reporting country
Macedonia*,'15,Females,42.1,Total
Macedonia*,'15,Males,61.5,Reporting country
Macedonia*,'15,Males,61.5,Total
Macedonia*,'15,Total,52,Reporting country
Macedonia*,'15,Total,51.9,Total
Macedonia*,'16,Females,42.6,Reporting country
Macedonia*,'16,Females,42.5,Total
Macedonia*,'16,Males,63.7,Reporting country
Macedonia*,'16,Males,63.7,Total
Macedonia*,'16,Total,53.3,Reporting country
Macedonia*,'16,Total,53.3,Total
Luxembourg,'06,Females,64.7,EU-28
Luxembourg,'06,Females,39.8,Extra-EU-28
Luxembourg,'06,Females,62.4,Foreign country
Luxembourg,'06,Females,57.1,Reporting country
Luxembourg,'06,Females,59.4,Total
Luxembourg,'06,Males,83.8,EU-28
Luxembourg,'06,Males,66,Extra-EU-28
Luxembourg,'06,Males,82.5,Foreign country
Luxembourg,'06,Males,76.2,Reporting country
Luxembourg,'06,Males,78.9,Total
Luxembourg,'06,Total,74.3,EU-28
Luxembourg,'06,Total,51.5,Extra-EU-28
Luxembourg,'06,Total,72.5,Foreign country
Luxembourg,'06,Total,66.6,Reporting country
Luxembourg,'06,Total,69.1,Total
Luxembourg,'07,Females,66.9,EU-28
Luxembourg,'07,Females,49.3,Extra-EU-28
Luxembourg,'07,Females,65.1,Foreign country
Luxembourg,'07,Females,57.6,Reporting country
Luxembourg,'07,Females,61,Total
Luxembourg,'07,Males,83.1,EU-28
Luxembourg,'07,Males,74.5,Extra-EU-28
Luxembourg,'07,Males,82.5,Foreign country
Luxembourg,'07,Males,74.8,Reporting country
Luxembourg,'07,Males,78.3,Total
Luxembourg,'07,Total,75.2,EU-28
Luxembourg,'07,Total,59.5,Extra-EU-28
Luxembourg,'07,Total,73.8,Foreign country
Luxembourg,'07,Total,66.1,Reporting country
Luxembourg,'07,Total,69.6,Total
Luxembourg,'08,Females,66.4,EU-28
Luxembourg,'08,Females,31.9,Extra-EU-28
Luxembourg,'08,Females,63.8,Foreign country
Luxembourg,'08,Females,57,Reporting country
Luxembourg,'08,Females,60.1,Total
Luxembourg,'08,Males,81.6,EU-28
Luxembourg,'08,Males,47.4,Extra-EU-28
Luxembourg,'08,Males,79,Foreign country
Luxembourg,'08,Males,75.7,Reporting country
Luxembourg,'08,Males,77.2,Total
Luxembourg,'08,Total,74.1,EU-28
Luxembourg,'08,Total,39.9,Extra-EU-28
Luxembourg,'08,Total,71.5,Foreign country
Luxembourg,'08,Total,66.5,Reporting country
Luxembourg,'08,Total,68.8,Total
Luxembourg,'09,Females,66.2,EU-28
Luxembourg,'09,Females,43.6,Extra-EU-28
Luxembourg,'09,Females,63.8,Foreign country
Luxembourg,'09,Females,59.5,Reporting country
Luxembourg,'09,Females,61.5,Total
Luxembourg,'09,Males,82.2,EU-28
Luxembourg,'09,Males,74.4,Extra-EU-28
Luxembourg,'09,Males,81.5,Foreign country
Luxembourg,'09,Males,76.9,Reporting country
Luxembourg,'09,Males,79,Total
Luxembourg,'09,Total,74.4,EU-28
Luxembourg,'09,Total,58.1,Extra-EU-28
Luxembourg,'09,Total,72.8,Foreign country
Luxembourg,'09,Total,68.3,Reporting country
Luxembourg,'09,Total,70.4,Total
Luxembourg,'10,Females,66.6,EU-28
Luxembourg,'10,Females,45.9,Extra-EU-28
Luxembourg,'10,Females,64.5,Foreign country
Luxembourg,'10,Females,59.8,Reporting country
Luxembourg,'10,Females,62,Total
Luxembourg,'10,Males,82.2,EU-28
Luxembourg,'10,Males,77.1,Extra-EU-28
Luxembourg,'10,Males,81.8,Foreign country
Luxembourg,'10,Males,77,Reporting country
Luxembourg,'10,Males,79.2,Total
Luxembourg,'10,Total,74.5,EU-28
Luxembourg,'10,Total,59.1,Extra-EU-28
Luxembourg,'10,Total,73.2,Foreign country
Luxembourg,'10,Total,68.5,Reporting country
Luxembourg,'10,Total,70.7,Total
Luxembourg,'11,Females,66.7,EU-28
Luxembourg,'11,Females,40.1,Extra-EU-28
Luxembourg,'11,Females,63.6,Foreign country
Luxembourg,'11,Females,60.3,Reporting country
Luxembourg,'11,Females,61.9,Total
Luxembourg,'11,Males,82.1,EU-28
Luxembourg,'11,Males,82.1,Extra-EU-28
Luxembourg,'11,Males,82.1,Foreign country
Luxembourg,'11,Males,74.5,Reporting country
Luxembourg,'11,Males,78.1,Total
Luxembourg,'11,Total,74.7,EU-28
Luxembourg,'11,Total,58.8,Extra-EU-28
Luxembourg,'11,Total,73,Foreign country
Luxembourg,'11,Total,67.5,Reporting country
Luxembourg,'11,Total,70.1,Total
Luxembourg,'12,Females,69.2,EU-28
Luxembourg,'12,Females,46.6,Extra-EU-28
Luxembourg,'12,Females,66.4,Foreign country
Luxembourg,'12,Females,62,Reporting country
Luxembourg,'12,Females,64.1,Total
Luxembourg,'12,Males,82.5,EU-28
Luxembourg,'12,Males,77.1,Extra-EU-28
Luxembourg,'12,Males,82,Foreign country
Luxembourg,'12,Males,75.2,Reporting country
Luxembourg,'12,Males,78.5,Total
Luxembourg,'12,Total,76.1,EU-28
Luxembourg,'12,Total,59.2,Extra-EU-28
Luxembourg,'12,Total,74.4,Foreign country
Luxembourg,'12,Total,68.6,Reporting country
Luxembourg,'12,Total,71.4,Total
Luxembourg,'13,Females,67.1,EU-28
Luxembourg,'13,Females,52.1,Extra-EU-28
Luxembourg,'13,Females,65.4,Foreign country
Luxembourg,'13,Females,62.5,Reporting country
Luxembourg,'13,Females,63.9,Total
Luxembourg,'13,Males,82,EU-28
Luxembourg,'13,Males,72.9,Extra-EU-28
Luxembourg,'13,Males,81.3,Foreign country
Luxembourg,'13,Males,74.9,Reporting country
Luxembourg,'13,Males,78,Total
Luxembourg,'13,Total,74.8,EU-28
Luxembourg,'13,Total,61.5,Extra-EU-28
Luxembourg,'13,Total,73.6,Foreign country
Luxembourg,'13,Total,68.7,Reporting country
Luxembourg,'13,Total,71.1,Total
Luxembourg,'14,Females,70,EU-28
Luxembourg,'14,Females,47.2,Extra-EU-28
Luxembourg,'14,Females,67.5,Foreign country
Luxembourg,'14,Females,63.6,Reporting country
Luxembourg,'14,Females,65.5,Total
Luxembourg,'14,Males,81.8,EU-28
Luxembourg,'14,Males,70.3,Extra-EU-28
Luxembourg,'14,Males,80.9,Foreign country
Luxembourg,'14,Males,76,Reporting country
Luxembourg,'14,Males,78.4,Total
Luxembourg,'14,Total,76.2,EU-28
Luxembourg,'14,Total,57,Extra-EU-28
Luxembourg,'14,Total,74.4,Foreign country
Luxembourg,'14,Total,69.8,Reporting country
Luxembourg,'14,Total,72.1,Total
Luxembourg,'15,Females,68.4,EU-28
Luxembourg,'15,Females,41.5,Extra-EU-28
Luxembourg,'15,Females,65.4,Foreign country
Luxembourg,'15,Females,64.7,Reporting country
Luxembourg,'15,Females,65,Total
Luxembourg,'15,Males,80.2,EU-28
Luxembourg,'15,Males,74.2,Extra-EU-28
Luxembourg,'15,Males,79.6,Foreign country
Luxembourg,'15,Males,73.6,Reporting country
Luxembourg,'15,Males,76.7,Total
Luxembourg,'15,Total,74.5,EU-28
Luxembourg,'15,Total,57.4,Extra-EU-28
Luxembourg,'15,Total,72.7,Foreign country
Luxembourg,'15,Total,69.2,Reporting country
Luxembourg,'15,Total,70.9,Total
Luxembourg,'16,Females,68.8,EU-28
Luxembourg,'16,Females,42,Extra-EU-28
Luxembourg,'16,Females,65.8,Foreign country
Luxembourg,'16,Females,64.4,Reporting country
Luxembourg,'16,Females,65.1,Total
Luxembourg,'16,Males,79.6,EU-28
Luxembourg,'16,Males,67.2,Extra-EU-28
Luxembourg,'16,Males,78.4,Foreign country
Luxembourg,'16,Males,73.6,Reporting country
Luxembourg,'16,Males,76.1,Total
Luxembourg,'16,Total,74.5,EU-28
Luxembourg,'16,Total,53.9,Extra-EU-28
Luxembourg,'16,Total,72.3,Foreign country
Luxembourg,'16,Total,69,Reporting country
Luxembourg,'16,Total,70.7,Total
Lithuania,'06,Females,68,Reporting country
Lithuania,'06,Females,68,Total
Lithuania,'06,Males,74.8,Reporting country
Lithuania,'06,Males,74.9,Total
Lithuania,'06,Total,75.6,Extra-EU-28
Lithuania,'06,Total,75.2,Foreign country
Lithuania,'06,Total,71.3,Reporting country
Lithuania,'06,Total,71.3,Total
Lithuania,'07,Females,69.3,Reporting country
Lithuania,'07,Females,69.1,Total
Lithuania,'07,Males,84.3,Extra-EU-28
Lithuania,'07,Males,83.2,Foreign country
Lithuania,'07,Males,76.6,Reporting country
Lithuania,'07,Males,76.6,Total
Lithuania,'07,Total,68.8,Extra-EU-28
Lithuania,'07,Total,66.1,Foreign country
Lithuania,'07,Total,72.8,Reporting country
Lithuania,'07,Total,72.7,Total
Lithuania,'08,Females,68.7,Reporting country
Lithuania,'08,Females,68.7,Total
Lithuania,'08,Males,75.6,Reporting country
Lithuania,'08,Males,75.6,Total
Lithuania,'08,Total,77.6,Extra-EU-28
Lithuania,'08,Total,77,Foreign country
Lithuania,'08,Total,72,Reporting country
Lithuania,'08,Total,72,Total
Lithuania,'09,Females,67.3,Reporting country
Lithuania,'09,Females,67.2,Total
Lithuania,'09,Males,66.8,Reporting country
Lithuania,'09,Males,66.8,Total
Lithuania,'09,Total,57.2,Extra-EU-28
Lithuania,'09,Total,55.2,Foreign country
Lithuania,'09,Total,67.1,Reporting country
Lithuania,'09,Total,67,Total
Lithuania,'10,Females,65.1,Reporting country
Lithuania,'10,Females,65,Total
Lithuania,'10,Males,63.5,Reporting country
Lithuania,'10,Males,63.5,Total
Lithuania,'10,Total,58.1,Extra-EU-28
Lithuania,'10,Total,55.7,Foreign country
Lithuania,'10,Total,64.4,Reporting country
Lithuania,'10,Total,64.3,Total
Lithuania,'11,Females,66.7,Reporting country
Lithuania,'11,Females,66.6,Total
Lithuania,'11,Males,67.3,Reporting country
Lithuania,'11,Males,67.2,Total
Lithuania,'11,Total,56,Extra-EU-28
Lithuania,'11,Total,51.4,Foreign country
Lithuania,'11,Total,67,Reporting country
Lithuania,'11,Total,66.9,Total
Lithuania,'12,Females,67.9,Reporting country
Lithuania,'12,Females,67.9,Total
Lithuania,'12,Males,69.2,Reporting country
Lithuania,'12,Males,69.1,Total
Lithuania,'12,Total,63.9,Extra-EU-28
Lithuania,'12,Total,65.5,Foreign country
Lithuania,'12,Total,68.5,Reporting country
Lithuania,'12,Total,68.5,Total
Lithuania,'13,Females,68.5,Reporting country
Lithuania,'13,Females,68.6,Total
Lithuania,'13,Males,71.2,Reporting country
Lithuania,'13,Males,71.2,Total
Lithuania,'13,Total,70.8,Extra-EU-28
Lithuania,'13,Total,73.7,Foreign country
Lithuania,'13,Total,69.8,Reporting country
Lithuania,'13,Total,69.9,Total
Lithuania,'14,Females,70.6,Reporting country
Lithuania,'14,Females,70.6,Total
Lithuania,'14,Males,73.1,Reporting country
Lithuania,'14,Males,73.1,Total
Lithuania,'14,Total,72.9,Extra-EU-28
Lithuania,'14,Total,72.6,Foreign country
Lithuania,'14,Total,71.8,Reporting country
Lithuania,'14,Total,71.8,Total
Lithuania,'15,Females,72.3,Reporting country
Lithuania,'15,Females,72.2,Total
Lithuania,'15,Males,74.6,Reporting country
Lithuania,'15,Males,74.6,Total
Lithuania,'15,Total,70.8,Extra-EU-28
Lithuania,'15,Total,68.2,Foreign country
Lithuania,'15,Total,73.4,Reporting country
Lithuania,'15,Total,73.3,Total
Lithuania,'16,Females,74.3,Reporting country
Lithuania,'16,Females,74.3,Total
Lithuania,'16,Males,76.2,Reporting country
Lithuania,'16,Males,76.2,Total
Lithuania,'16,Total,70.7,Extra-EU-28
Lithuania,'16,Total,67.6,Foreign country
Lithuania,'16,Total,75.2,Reporting country
Lithuania,'16,Total,75.2,Total
Latvia,'06,Females,59.9,Extra-EU-28
Latvia,'06,Females,59.3,Foreign country
Latvia,'06,Females,68.5,Reporting country
Latvia,'06,Females,68.4,Total
Latvia,'06,Males,95.7,Extra-EU-28
Latvia,'06,Males,94,Foreign country
Latvia,'06,Males,78.2,Reporting country
Latvia,'06,Males,78.4,Total
Latvia,'06,Total,79.5,Extra-EU-28
Latvia,'06,Total,78.6,Foreign country
Latvia,'06,Total,73.1,Reporting country
Latvia,'06,Total,73.2,Total
Latvia,'07,Females,60,Extra-EU-28
Latvia,'07,Females,60.2,Foreign country
Latvia,'07,Females,70.4,Reporting country
Latvia,'07,Females,70.3,Total
Latvia,'07,Males,85.6,EU-28
Latvia,'07,Males,74,Extra-EU-28
Latvia,'07,Males,76.2,Foreign country
Latvia,'07,Males,80.6,Reporting country
Latvia,'07,Males,80.5,Total
Latvia,'07,Total,80.8,EU-28
Latvia,'07,Total,67,Extra-EU-28
Latvia,'07,Total,68.8,Foreign country
Latvia,'07,Total,75.3,Reporting country
Latvia,'07,Total,75.2,Total
Latvia,'08,Females,67.4,Extra-EU-28
Latvia,'08,Females,67.1,Foreign country
Latvia,'08,Females,72.8,Reporting country
Latvia,'08,Females,71.9,Total
Latvia,'08,Males,75.8,Extra-EU-28
Latvia,'08,Males,75.7,Foreign country
Latvia,'08,Males,80.1,Reporting country
Latvia,'08,Males,79.3,Total
Latvia,'08,Total,71.8,Extra-EU-28
Latvia,'08,Total,71.6,Foreign country
Latvia,'08,Total,76.2,Reporting country
Latvia,'08,Total,75.4,Total
Latvia,'09,Females,56.6,Extra-EU-28
Latvia,'09,Females,56.8,Foreign country
Latvia,'09,Females,68.3,Reporting country
Latvia,'09,Females,66.5,Total
Latvia,'09,Males,60.8,Extra-EU-28
Latvia,'09,Males,60.8,Foreign country
Latvia,'09,Males,68.2,Reporting country
Latvia,'09,Males,66.8,Total
Latvia,'09,Total,64.4,EU-28
Latvia,'09,Total,58.8,Extra-EU-28
Latvia,'09,Total,58.9,Foreign country
Latvia,'09,Total,68.2,Reporting country
Latvia,'09,Total,66.6,Total
Latvia,'10,Females,53.9,Extra-EU-28
Latvia,'10,Females,54,Foreign country
Latvia,'10,Females,66.5,Reporting country
Latvia,'10,Females,64.5,Total
Latvia,'10,Males,55.7,Extra-EU-28
Latvia,'10,Males,55.9,Foreign country
Latvia,'10,Males,65.8,Reporting country
Latvia,'10,Males,64,Total
Latvia,'10,Total,54.8,Extra-EU-28
Latvia,'10,Total,55,Foreign country
Latvia,'10,Total,66.2,Reporting country
Latvia,'10,Total,64.3,Total
Latvia,'11,Females,54.5,Extra-EU-28
Latvia,'11,Females,54.6,Foreign country
Latvia,'11,Females,67.2,Reporting country
Latvia,'11,Females,65.3,Total
Latvia,'11,Males,63.5,Extra-EU-28
Latvia,'11,Males,63.8,Foreign country
Latvia,'11,Males,68.3,Reporting country
Latvia,'11,Males,67.5,Total
Latvia,'11,Total,59.2,Extra-EU-28
Latvia,'11,Total,59.4,Foreign country
Latvia,'11,Total,67.7,Reporting country
Latvia,'11,Total,66.3,Total
Latvia,'12,Females,54.4,Extra-EU-28
Latvia,'12,Females,54.4,Foreign country
Latvia,'12,Females,68.5,Reporting country
Latvia,'12,Females,66.4,Total
Latvia,'12,Males,63.3,Extra-EU-28
Latvia,'12,Males,63.7,Foreign country
Latvia,'12,Males,71.5,Reporting country
Latvia,'12,Males,70,Total
Latvia,'12,Total,76.7,EU-28
Latvia,'12,Total,59.1,Extra-EU-28
Latvia,'12,Total,59.3,Foreign country
Latvia,'12,Total,69.9,Reporting country
Latvia,'12,Total,68.1,Total
Latvia,'13,Females,55.6,Extra-EU-28
Latvia,'13,Females,55.5,Foreign country
Latvia,'13,Females,69.7,Reporting country
Latvia,'13,Females,67.7,Total
Latvia,'13,Males,64.8,Extra-EU-28
Latvia,'13,Males,65.2,Foreign country
Latvia,'13,Males,73.1,Reporting country
Latvia,'13,Males,71.9,Total
Latvia,'13,Total,76.6,EU-28
Latvia,'13,Total,60.2,Extra-EU-28
Latvia,'13,Total,60.5,Foreign country
Latvia,'13,Total,71.3,Reporting country
Latvia,'13,Total,69.7,Total
Latvia,'14,Females,60.2,Extra-EU-28
Latvia,'14,Females,60.4,Foreign country
Latvia,'14,Females,69.8,Reporting country
Latvia,'14,Females,68.5,Total
Latvia,'14,Males,65.3,Extra-EU-28
Latvia,'14,Males,65.5,Foreign country
Latvia,'14,Males,74.5,Reporting country
Latvia,'14,Males,73.1,Total
Latvia,'14,Total,78.9,EU-28
Latvia,'14,Total,62.8,Extra-EU-28
Latvia,'14,Total,63,Foreign country
Latvia,'14,Total,72,Reporting country
Latvia,'14,Total,70.7,Total
Latvia,'15,Females,60.2,Extra-EU-28
Latvia,'15,Females,60.4,Foreign country
Latvia,'15,Females,72.1,Reporting country
Latvia,'15,Females,70.5,Total
Latvia,'15,Males,67.7,Extra-EU-28
Latvia,'15,Males,68.1,Foreign country
Latvia,'15,Males,75.8,Reporting country
Latvia,'15,Males,74.6,Total
Latvia,'15,Total,78.5,EU-28
Latvia,'15,Total,64,Extra-EU-28
Latvia,'15,Total,64.3,Foreign country
Latvia,'15,Total,73.9,Reporting country
Latvia,'15,Total,72.5,Total
Latvia,'16,Females,58.9,Extra-EU-28
Latvia,'16,Females,59.2,Foreign country
Latvia,'16,Females,73.9,Reporting country
Latvia,'16,Females,71.8,Total
Latvia,'16,Males,69,Extra-EU-28
Latvia,'16,Males,69.2,Foreign country
Latvia,'16,Males,75.7,Reporting country
Latvia,'16,Males,74.7,Total
Latvia,'16,Total,79,EU-28
Latvia,'16,Total,63.9,Extra-EU-28
Latvia,'16,Total,64.1,Foreign country
Latvia,'16,Total,74.7,Reporting country
Latvia,'16,Total,73.2,Total
Italy,'06,Females,59.9,EU-28
Italy,'06,Females,51.6,Extra-EU-28
Italy,'06,Females,54,Foreign country
Italy,'06,Females,49.3,Reporting country
Italy,'06,Females,49.6,Total
Italy,'06,Males,90.4,EU-28
Italy,'06,Males,89.9,Extra-EU-28
Italy,'06,Males,90,Foreign country
Italy,'06,Males,74.7,Reporting country
Italy,'06,Males,75.4,Total
Italy,'06,Total,71.8,EU-28
Italy,'06,Total,71.2,Extra-EU-28
Italy,'06,Total,71.4,Foreign country
Italy,'06,Total,61.9,Reporting country
Italy,'06,Total,62.4,Total
Italy,'07,Females,61.8,EU-28
Italy,'07,Females,51.7,Extra-EU-28
Italy,'07,Females,54.5,Foreign country
Italy,'07,Females,49.6,Reporting country
Italy,'07,Females,49.9,Total
Italy,'07,Males,90.1,EU-28
Italy,'07,Males,89.1,Extra-EU-28
Italy,'07,Males,89.3,Foreign country
Italy,'07,Males,74.9,Reporting country
Italy,'07,Males,75.7,Total
Italy,'07,Total,72.9,EU-28
Italy,'07,Total,70.6,Extra-EU-28
Italy,'07,Total,71.1,Foreign country
Italy,'07,Total,62.2,Reporting country
Italy,'07,Total,62.7,Total
Italy,'08,Females,62.2,EU-28
Italy,'08,Females,53.5,Extra-EU-28
Italy,'08,Females,56.3,Foreign country
Italy,'08,Females,50.2,Reporting country
Italy,'08,Females,50.6,Total
Italy,'08,Males,88.5,EU-28
Italy,'08,Males,87.1,Extra-EU-28
Italy,'08,Males,87.4,Foreign country
Italy,'08,Males,74.5,Reporting country
Italy,'08,Males,75.3,Total
Italy,'08,Total,72.9,EU-28
Italy,'08,Total,70.3,Extra-EU-28
Italy,'08,Total,71.1,Foreign country
Italy,'08,Total,62.3,Reporting country
Italy,'08,Total,62.9,Total
Italy,'09,Females,62.1,EU-28
Italy,'09,Females,51.9,Extra-EU-28
Italy,'09,Females,55.4,Foreign country
Italy,'09,Females,49.3,Reporting country
Italy,'09,Females,49.7,Total
Italy,'09,Males,85.7,EU-28
Italy,'09,Males,82.2,Extra-EU-28
Italy,'09,Males,83.1,Foreign country
Italy,'09,Males,73,Reporting country
Italy,'09,Males,73.7,Total
Italy,'09,Total,71.8,EU-28
Italy,'09,Total,66.9,Extra-EU-28
Italy,'09,Total,68.4,Foreign country
Italy,'09,Total,61.1,Reporting country
Italy,'09,Total,61.6,Total
Italy,'10,Females,61.8,EU-28
Italy,'10,Females,50.2,Extra-EU-28
Italy,'10,Females,54.2,Foreign country
Italy,'10,Females,49.1,Reporting country
Italy,'10,Females,49.5,Total
Italy,'10,Males,83.4,EU-28
Italy,'10,Males,81,Extra-EU-28
Italy,'10,Males,81.7,Foreign country
Italy,'10,Males,72,Reporting country
Italy,'10,Males,72.7,Total
Italy,'10,Total,70.9,EU-28
Italy,'10,Total,65.1,Extra-EU-28
Italy,'10,Total,67,Foreign country
Italy,'10,Total,60.5,Reporting country
Italy,'10,Total,61,Total
Italy,'11,Females,61.1,EU-28
Italy,'11,Females,49.9,Extra-EU-28
Italy,'11,Females,53.7,Foreign country
Italy,'11,Females,49.5,Reporting country
Italy,'11,Females,49.9,Total
Italy,'11,Males,81,EU-28
Italy,'11,Males,81.1,Extra-EU-28
Italy,'11,Males,81.1,Foreign country
Italy,'11,Males,71.7,Reporting country
Italy,'11,Males,72.5,Total
Italy,'11,Total,69.2,EU-28
Italy,'11,Total,64.8,Extra-EU-28
Italy,'11,Total,66.2,Foreign country
Italy,'11,Total,60.6,Reporting country
Italy,'11,Total,61,Total
Italy,'12,Females,61.8,EU-28
Italy,'12,Females,50.3,Extra-EU-28
Italy,'12,Females,54.2,Foreign country
Italy,'12,Females,50.1,Reporting country
Italy,'12,Females,50.5,Total
Italy,'12,Males,78.8,EU-28
Italy,'12,Males,76.9,Extra-EU-28
Italy,'12,Males,77.4,Foreign country
Italy,'12,Males,71,Reporting country
Italy,'12,Males,71.5,Total
Italy,'12,Total,68.5,EU-28
Italy,'12,Total,63.1,Extra-EU-28
Italy,'12,Total,64.7,Foreign country
Italy,'12,Total,60.5,Reporting country
Italy,'12,Total,60.9,Total
